tower/conv0 null 1 32,149,149,32 Conv
mixed_35x35x288b/branch3x3dbl/Conv/BatchNorm/moving_variance null 28 64,0,0,0 moving_variance
mixed_35x35x288b/branch3x3dbl/Conv/weights null 28 1,1,288,64 weights
mixed_35x35x288b/branch3x3dbl/Conv_1/BatchNorm/beta null 29 96,0,0,0 beta
mixed_35x35x288b/branch3x3dbl/Conv_1/BatchNorm/moving_mean null 29 96,0,0,0 moving_mean
mixed_35x35x288b/branch3x3dbl/Conv_1/BatchNorm/moving_variance null 29 96,0,0,0 moving_variance
mixed_35x35x288b/branch3x3dbl/Conv_1/weights null 29 3,3,64,96 weights
mixed_35x35x288b/branch3x3dbl/Conv_2/BatchNorm/beta null 30 96,0,0,0 beta
mixed_35x35x288b/branch3x3dbl/Conv_2/BatchNorm/moving_mean null 30 96,0,0,0 moving_mean
mixed_35x35x288b/branch3x3dbl/Conv_2/BatchNorm/moving_variance null 30 96,0,0,0 moving_variance
mixed_35x35x288b/branch3x3dbl/Conv_2/weights null 30 3,3,96,96 weights
mixed_35x35x288b/branch_pool/Conv/BatchNorm/beta null 32 64,0,0,0 beta
mixed_35x35x288b/branch_pool/Conv/BatchNorm/moving_mean null 32 64,0,0,0 moving_mean
mixed_35x35x288b/branch_pool/Conv/BatchNorm/moving_variance null 32 64,0,0,0 moving_variance
mixed_35x35x288b/branch_pool/Conv/weights null 32 1,1,288,64 weights
mixed_17x17x768a/branch3x3/Conv/BatchNorm/beta null 34 384,0,0,0 beta
mixed_17x17x768a/branch3x3/Conv/BatchNorm/moving_mean null 34 384,0,0,0 moving_mean
mixed_17x17x768a/branch3x3/Conv/BatchNorm/moving_variance null 34 384,0,0,0 moving_variance
mixed_17x17x768a/branch3x3/Conv/weights null 34 3,3,288,384 weights
mixed_17x17x768a/branch3x3dbl/Conv/BatchNorm/beta null 35 64,0,0,0 beta
mixed_17x17x768a/branch3x3dbl/Conv/BatchNorm/moving_mean null 35 64,0,0,0 moving_mean
mixed_17x17x768a/branch3x3dbl/Conv/BatchNorm/moving_variance null 35 64,0,0,0 moving_variance
mixed_17x17x768a/branch3x3dbl/Conv/weights null 35 1,1,288,64 weights
mixed_17x17x768a/branch3x3dbl/Conv_1/BatchNorm/beta null 36 96,0,0,0 beta
mixed_17x17x768a/branch3x3dbl/Conv_1/BatchNorm/moving_mean null 36 96,0,0,0 moving_mean
mixed_17x17x768a/branch3x3dbl/Conv_1/BatchNorm/moving_variance null 36 96,0,0,0 moving_variance
mixed_17x17x768a/branch3x3dbl/Conv_1/weights null 36 3,3,64,96 weights
mixed_17x17x768a/branch3x3dbl/Conv_2/BatchNorm/beta null 37 96,0,0,0 beta
mixed_17x17x768a/branch3x3dbl/Conv_2/BatchNorm/moving_mean null 37 96,0,0,0 moving_mean
mixed_17x17x768a/branch3x3dbl/Conv_2/BatchNorm/moving_variance null 37 96,0,0,0 moving_variance
mixed_17x17x768a/branch3x3dbl/Conv_2/weights null 37 3,3,96,96 weights
